Date,Sentiment,Open,High,Low,Close,Volume,RSI_14,SMA_20,EMA_20
2013-01-29,0.5057478239759803,2.539999961853028,2.562666893005371,2.475332975387573,2.5299999713897705,21399000,73.6394171947537,2.3259998559951782,2.3259998559951782
2013-01-30,0.5057478239759803,2.523333072662353,2.5333330631256104,2.495332956314087,2.501332998275757,14521500,68.9133977105518,2.3381665110588075,2.3426982504980907
2013-01-31,0.5057478239759803,2.5246670246124268,2.5246670246124268,2.461999893188477,2.500667095184326,13521000,68.80293746081938,2.345333218574524,2.35774290237297
2013-02-01,0.5057478239759803,2.5446670055389404,2.566667079925537,2.507999897003174,2.553333044052124,16509000,72.55043525355302,2.3570998668670655,2.3763705349138418
2013-02-04,0.5030975438060068,2.559999942779541,2.561332941055298,2.50600004196167,2.5160000324249268,16920000,66.45630582019864,2.3682332158088686,2.3896685822958497
2013-02-05,0.5004472636360333,2.5333330631256104,2.576667070388794,2.51200008392334,2.5420000553131104,19653000,68.44429892256082,2.38086656332016,2.404176341630827
2013-02-06,0.4977969834660598,2.545332908630371,2.625999927520752,2.5266671180725098,2.611332893371582,28398000,73.03387395636845,2.3991665601730348,2.4239055370347082
2013-02-07,0.4951467032960863,2.6126670837402344,2.6453330516815186,2.596667051315308,2.631999969482422,17949000,74.23674777078145,2.418633210659027,2.443724054410681
2013-02-08,0.4924964231261128,2.630000114440918,2.666666984558105,2.609333038330078,2.615999937057495,17097000,71.57486718526943,2.4376665592193603,2.460131281329425
2013-02-11,0.4845455826161924,2.532000064849853,2.609999895095825,2.5,2.561332941055298,48994500,63.232335170672314,2.456033205986023,2.4697695346366513
2013-02-12,0.4845455826161924,2.563333034515381,2.5913329124450684,2.486000061035156,2.526000022888184,33919500,58.48731566759176,2.4714665532112123,2.475124819232035
2013-02-13,0.4845455826161924,2.553333044052124,2.5999999046325684,2.5366671085357666,2.563333034515381,14502000,61.753139641418265,2.4866332054138183,2.4835256016399727
2013-02-14,0.5015268583083525,2.575999975204468,2.5833330154418945,2.547333002090454,2.551332950592041,14860500,60.11602844705888,2.500533199310303,2.4899834443973123
2013-02-15,0.5015268583083525,2.566667079925537,2.567332983016968,2.4633328914642334,2.4693329334259038,30264000,50.302540411354016,2.5093998432159426,2.488016729066702
2013-02-19,0.5015268583083525,2.4906671047210693,2.619333028793335,2.487333059310913,2.618666887283325,40521000,62.35487465951397,2.5252665400505068,2.500459601277809
2013-02-20,0.7488352968357503,2.619999885559082,2.6433329582214355,2.563999891281128,2.569333076477051,46830000,57.402236753639635,2.53643319606781,2.507018979868213
2013-02-21,0.9989239871501924,2.432667016983032,2.492666959762573,2.3026669025421143,2.344000101089477,135567000,41.276119892243756,2.5336331963539123,2.4914933723654764
2013-02-22,0.9989239871501924,2.381333112716675,2.4260001182556152,2.373332977294922,2.4073328971862797,38209500,45.8782746081596,2.530699837207794,2.483478089015077
2013-02-25,0.4919258840382099,2.4100000858306885,2.450000047683716,2.2893331050872803,2.2920000553131104,43341000,39.76643260553724,2.522033190727234,2.465242085805366
2013-02-26,0.4919258840382099,2.297333002090454,2.330667018890381,2.25333309173584,2.295332908630371,41443500,40.01512054435916,2.5100331902503967,2.4490602594077475
2013-02-27,0.4919258840382099,2.2939999103546143,2.360666990280152,2.293333053588867,2.3399999141693115,29388000,43.3885800923439,2.5005331873893737,2.43867355986123
2013-02-28,0.4919258840382099,2.392667055130005,2.4066669940948486,2.291332960128784,2.322000026702881,29473500,42.354856180071536,2.49156653881073,2.42756179479853
2013-03-01,0.4919258840382099,2.3333330154418945,2.3386669158935547,2.2833330631256104,2.309999942779541,23199000,41.64255176590422,2.4820331811904905,2.4163654279395788
2013-03-04,0.4912904848655064,2.318000078201294,2.388667106628418,2.313333034515381,2.371999979019165,26365500,46.63602724374831,2.472966527938843,2.4121401470900157
2013-03-05,0.4909727852791548,2.400000095367432,2.461333036422729,2.385999917984009,2.44333291053772,31305000,51.75136667085953,2.4693331718444824,2.4151108864659876
2013-03-06,0.4909727852791548,2.4673330783843994,2.5253329277038574,2.4646670818328857,2.512666940689087,17250000,56.15109730683508,2.4678665161132813,2.42440193924914
2013-03-07,0.4909727852791548,2.5153329372406006,2.576667070388794,2.458667039871216,2.548666954040528,17374500,58.27846356143398,2.4647332191467286,2.4362367025626055
2013-03-08,0.5002031080657616,2.5373330116271973,2.629333019256592,2.4906671047210693,2.564666986465454,13681500,59.22530475514106,2.46136656999588,2.4484681581724006
2013-03-11,0.5002031080657616,2.5913329124450684,2.629333019256592,2.576667070388794,2.6066670417785645,23692500,61.68349995439626,2.4608999252319337,2.4635347185158447
2013-03-12,0.5002031080657616,2.593333005905152,2.625333070755005,2.5899999141693115,2.6080000400543213,19126500,61.76229191448943,2.4632332801818846,2.4772933205671284
2013-03-13,0.5002031080657616,2.5999999046325684,2.632667064666748,2.587332963943481,2.5986669063568115,12330000,60.81927412063369,2.4668666243553163,2.4888527096899553
2013-03-14,0.5022366661481404,2.593333005905152,2.594000101089477,2.4513330459594727,2.456666946411133,30315000,48.64865346963532,2.461533319950104,2.485787398901496
2013-03-15,0.5042702242305191,2.442667007446289,2.44333291053772,2.3473329544067383,2.352667093276977,49194000,42.01694860269765,2.4516000270843508,2.473109274556304
2013-03-18,0.5103708984776555,2.353332996368408,2.4040000438690186,2.328000068664551,2.343333005905152,19741500,41.47053956825152,2.445300030708313,2.460749629922861
2013-03-19,0.5124044565600343,2.3499999046325684,2.373332977294922,2.329333066940308,2.3386669158935547,16477500,41.18222334160289,2.4313000321388243,2.4491227047772126
2013-03-20,0.5144380146424131,2.3506669998168945,2.4046669006347656,2.344000101089477,2.396667003631592,21345000,46.19008082345148,2.4226667284965515,2.444126923715725
2013-03-21,0.5164715727247918,2.396667003631592,2.470666885375977,2.382667064666748,2.4006669521331787,17194500,46.52820680117413,2.4255000710487367,2.4399878788031018
2013-03-22,0.5185051308071706,2.413332939147949,2.453332901000977,2.413332939147949,2.441333055496216,6603000,49.970183694127876,2.4272000789642334,2.4401159908691126
2013-03-25,0.524605805054307,2.4733328819274902,2.568000078201294,2.4513330459594727,2.502000093460083,35682000,54.65915647623899,2.437700080871582,2.4460097149253954
2013-03-26,0.8783777058124542,2.532000064849853,2.5480000972747803,2.510667085647583,2.5239999294281006,27123000,56.26010680112905,2.4491334319114686,2.4534373544018435
2013-03-27,0.8783777058124542,2.5293331146240234,2.558666944503784,2.487333059310913,2.5439999103546143,19444500,57.721615704160726,2.459333431720734,2.462062359730679
2013-03-28,0.8783777058124542,2.548666954040528,2.549333095550537,2.516666889190674,2.526000022888184,17380500,55.910920782975424,2.4695334315299986,2.4681516609837746
2013-04-01,0.5008402168750763,2.8239998817443848,3.111999988555908,2.7799999713897705,2.9286670684814453,211477500,74.88849075541431,2.500466787815094,2.512010271221648
2013-04-02,0.555215664734217,2.9066669940948486,3.0333330631256104,2.9006669521331787,2.9560000896453857,99786000,75.65453504327292,2.529666793346405,2.5542950158334325
2013-04-03,0.4929196302162874,2.873332977294922,2.8980000019073486,2.680666923522949,2.740000009536743,84654000,60.061570106156694,2.5445001482963563,2.5719812057099385
2013-04-04,0.4929196302162874,2.7406671047210693,2.816667079925537,2.720666885375977,2.8006670475006104,33972000,62.40528152111114,2.5589001536369325,2.5937608096900027
2013-04-05,0.8510677814483643,2.799999952316284,2.799999952316284,2.700000047683716,2.757999897003174,23286000,59.7496135230701,2.5693668007850645,2.6094026275293523
2013-04-08,0.8510677814483643,2.7980000972747803,2.836667060852051,2.767333030700684,2.7886669635772705,25185000,61.03315800402926,2.5805667996406556,2.626475421438678
2013-04-09,0.8510677814483643,2.7866671085357666,2.7886669635772705,2.688667058944702,2.700000047683716,25441500,55.520416433671556,2.585233449935913,2.633477766795348
2013-04-10,0.4999882879865254,2.7133328914642334,2.8006670475006104,2.7073330879211426,2.790667057037353,31816500,59.5443714445437,2.594366800785065,2.648448175389825
2013-04-11,0.4993973413947969,2.803999900817871,2.970000028610229,2.7833330631256104,2.9059998989105225,51711000,64.00524590119163,2.60973345041275,2.6729769109632247
2013-04-12,0.4993973413947969,2.8833329677581787,3.0093328952789307,2.869999885559082,2.916666984558105,47241000,64.39627934679515,2.6327334523200987,2.696185489400832
2013-04-15,0.4993973413947969,2.900000095367432,2.9200000762939453,2.8340001106262207,2.886667013168335,25221000,62.34494852133309,2.6594334483146667,2.7143265869024993
2013-04-16,0.4993973413947969,2.946000099182129,3.075999975204468,2.927333116531372,3.0393331050872803,47706000,67.94154450948946,2.6942334532737733,2.745279588634383
2013-04-17,0.5407545336832603,3.0333330631256104,3.063333034515381,2.9693329334259038,3.0299999713897705,31777500,67.28316439969883,2.728800106048584,2.7723958155634674
2013-04-18,0.5821117259717236,3.0653328895568848,3.173332929611206,3.026000022888184,3.131333112716675,50518500,70.61287913429655,2.765533411502838,2.806580320054249
2013-04-19,0.6234689182601869,3.1640000343322754,3.3253331184387207,3.138000011444092,3.188667058944702,45175500,72.32884273403411,2.804933416843414,2.842969533281911
2013-04-22,0.7475404951255769,3.240000009536743,3.346667051315308,3.183332920074463,3.345999956130981,59091000,76.40109978844858,2.8501667618751525,2.89087719260087
2013-04-23,0.7888976874140402,3.400000095367432,3.5280001163482666,3.377332925796509,3.4006669521331787,56007000,77.63281295606347,2.895100104808807,2.939428598270614
2013-04-24,0.8302548797025036,3.3933329582214355,3.4033329486846924,3.2653329372406006,3.361999988555908,39450000,74.66435645286901,2.937000107765198,2.979673492583499
2013-04-25,0.8716120719909668,3.3666670322418213,3.493333101272583,3.3666670322418213,3.4666669368743896,41938500,77.20518633998608,2.9831334590911864,3.0260538206112026
2013-04-26,0.9999991655349731,3.5420000553131104,3.582667112350464,3.374666929244995,3.413332939147949,54331500,73.1779848899268,3.027500104904175,3.062937546186131
2013-04-29,0.7499887002413743,3.450666904449463,3.6659998893737793,3.413332939147949,3.662667036056519,54595500,78.75677015942256,3.0642001032829285,3.120054640459501
2013-04-30,0.7499887002413743,3.733333110809326,3.878667116165161,3.5840001106262207,3.5993330478668213,82839000,74.51698948872428,3.096366751194,3.165700203069722
2013-05-01,0.7499887002413743,3.732666969299317,3.732666969299317,3.5333330631256104,3.552000045776367,41142000,71.42240830522998,3.1369667530059813,3.2024906642798787
2013-05-02,0.7499887002413743,3.5899999141693115,3.6846671104431152,3.5799999237060547,3.607332944869995,45756000,72.84226397568891,3.177300047874451,3.241047071955128
2013-05-03,0.4988861162637477,3.76466703414917,3.76466703414917,3.6333329677581783,3.636667013168335,50680500,73.59136113152624,3.221233403682709,3.278725161594481
2013-05-06,0.4988861162637477,3.75933289527893,3.977333068847656,3.700000047683716,3.9666669368743896,65500500,80.20597987351343,3.280133402347565,3.3442434259068534
2013-05-07,0.4988861162637477,4.133333206176758,4.1579999923706055,3.6746668815612793,3.700666904449463,149865000,65.88160972651129,3.330166745185852,3.378188519101388
2013-05-08,0.5000349537294824,3.8333330154418954,3.880000114440918,3.71399998664856,3.7193329334259033,101548500,66.33595912848239,3.3766000390052797,3.4106784633227702
2013-05-09,0.7553634205833077,4.674666881561279,5.051332950592041,4.245999813079834,4.626667022705078,429075000,80.16390335730856,3.4626333951950072,3.5264868975496566
2013-05-10,0.6666978395605838,4.643332958221436,5.400000095367432,4.616666793823242,5.117332935333252,376239000,83.99305929835141,3.5726666927337645,3.677996044005237
